id_segmento,segmento_jusante
734169,733534
734170,736036
734171,735475
734172,734171
734173,738791
734174,734875
734175,734174
734176,736627
734177,731872
734178,740979
734179,732397
734180,732956
734181,733541
734182,734181
734183,731270
734184,725080
734866,735467
734867,735467
734868,733529
734869,726157
734870,732944
734871,738788
734872,734169
734873,736036
734874,736624
734875,738260
734876,736625
734877,735477
734878,734177
734879,738264
734880,731269
734881,729032
734882,734183
734883,734882
734884,733543
735467,736027
735468,740414
735469,734164
735470,734164
735471,731260
735472,736616
735473,736034
735474,736619
735475,740424
735476,739847
735477,735476
735478,735477
735479,734878
735480,732956
735481,733543
736026,735467
736027,736608
736028,736029
736029,736609
736030,738256
736031,735470
736032,729577
736033,736617
736034,737164
736035,740973
736036,737723
736037,738791
736038,734177
736039,736040
736040,736628
736041,736042
736042,739851
736043,736629
736044,736043
736045,734181
736046,736045
736047,736634
736048,736047
736049,736047
736050,734882
736051,736050
736052,737728
736607,734161
736608,736029
736609,737715
736610,737160
736611,740970
736612,735470
736613,731866
736614,737162
736615,736616
736616,737719
736617,739842
736618,738784
736619,737721
736620,740973
736621,734169
736622,733534
736623,738790
736624,740426
736625,738260
736626,740977
736627,737726
736628,736042
736629,738265
736630,736043
736631,731269
736632,734180
736633,736046
736634,736633
736635,737172
737159,734161
737160,737716
737162,736615
737163,738784
737164,739845
737165,737164
737166,742682
737167,737168
737168,737726
737169,736631
737170,736634
737171,725080
737711,740969
737712,736027
737713,736608
737714,737715
737715,738254
737716,738256
737717,735470
737718,737162
737719,739842
737720,738787
737721,738787
737722,742678
737723,739324
737724,738790
737725,739325
737726,739327
737727,734180
737728,736051
737729,732960
738253,738254
738254,738255
738255,738256
738256,740414
738257,732944
738258,737719
738259,740426
738260,738793
738261,740979
738262,741547
738263,736628
738264,739851
738265,738264
738266,738265
738780,737159
738781,737712
738782,737712
738783,738257
738784,739844
738785,740421
738786,739322
738787,739322
738788,742679
738789,741540
738790,741543
738791,739325
738792,738793
738793,739847
738794,737168
738795,736045
738796,734183
738797,736050
739320,738255
739321,738257
739323,741540
739324,740424
739325,742685
739326,741544
739327,741546
739328,739327
739329,734878
739330,738795
739838,737159
739839,738780
739841,738783
739842,739843
739843,739844
739845,740421
739846,739845
739847,740976
739848,740976
739849,740977
739850,742131
739851,740980
739852,737727
739853,738797
739854,737728
740413,738780
740414,740970
740416,740418
740417,740418
740418,736614
740419,739843
740420,741539
740421,741539
740422,740423
740423,740975
740424,740975
740425,741543
740426,741544
740428,736631
740429,737727
740430,736633
740431,739853
740432,737172
740969,739839
740974,742682
740975,742684
740978,741546
740979,741547
740981,734179
740982,738795
741534,740969
741538,737162
741542,740423
741543,742684
741544,742685
741548,740428
741549,731874
741550,740430
741551,741550
741552,732960
742126,741534
742127,742126
742132,740980
742133,734179
742134,741549
742135,741552
742673,741534
742679,742678
742683,739324
